cell_id,dim1,dim2
W31105,0.9381523046525806,0.6108163716495416
W31106,-6.294929982548929,-1.5277733638415398
W31107,7.358812620655416,3.6850437399027083
W31108,-7.461092307743696,-3.1786466422797472
W31109,7.461382724753034,3.1401329362327375
W31110,-4.280935730563501,-1.2568120003717311
W31111,5.379443439291681,2.965024650608491
W31113,2.4207949634088535,-0.004864552681922884
W31114,3.8138194327452477,2.576084936155281
W31115,8.036620459090772,2.2547095918066513
W31116,6.666215805979578,1.2360624840066516
W31117,-1.8121857180346725,0.5079360391047202
W31118,-6.065119889849846,-1.5118076892477903
W31119,-4.132828135589625,-0.4308745651525729
W31120,7.221485160929835,3.019476712820429
W31121,0.7281891145978935,0.22440245657463884
W31122,6.343919552196846,4.205871980243815
W31123,7.449152841171596,3.114058697916898
W31124,8.731389661310654,2.2428105908808917
W31125,-0.6644349785109932,3.0725576662909373
W31126,4.744004222383889,2.388532586111253
W31127,-3.197555720706604,0.6872250844040781
W31128,-0.7547033739584272,1.6069066598918496
W31129,-2.2974348633933284,-0.6338824851393163
W31130,-5.456379625337987,-1.9832160581055525
W31131,-6.344000348245649,-2.6698063772406035
W31132,7.0568146354356935,1.704168007484118
W31133,-2.6268076584730635,0.05317486461403156
W31134,-2.2176601876568913,-0.8070048231743298
W31136,6.727725156786819,3.0093112548168226
W31137,7.289635074267918,2.745673515260584
W31138,5.035272115886049,3.687490223543141
W31139,4.466658909700459,1.0721154019751662
W31140,5.282971490890469,2.723397815555647
W31141,-5.361022467476346,-0.42989094519610604
W31142,10.52802833853241,1.860672296534797
W31143,8.501958179431504,3.7748073294323903
W31144,4.404266717166059,2.7263842674006673
W31145,-5.829905973358631,-3.965443774530074
W31146,5.664646123736985,2.099978216826374
W31147,7.40900306129375,2.645788350319203
W31148,-7.108438842133871,-1.2058951294197233
W31150,-2.3215577090287765,0.28299005027543844
W31151,7.625309970707232,5.071534359601661
W31152,-6.343230714899454,-0.9445919635841159
W31153,5.87958714259538,2.9077982327058836
W31154,6.648784083584677,2.4118200566552623
W31155,0.10597193647034901,-0.37660429627085057
W31156,8.104112561143845,2.11871684010194
W31157,-2.8698867565885458,-0.01045398273500418
W31158,-6.263528687049063,-3.3445997684688873
W31159,4.102094550431845,1.724783277147659
W31160,-3.3790028561290115,0.6136440338852555
W31161,7.222289823482544,2.188867609948117
W31162,6.040930801724668,1.3164569391356025
W31163,5.78390338605832,3.05431488974435
W31164,-6.290444742150076,-1.1080180805954076
W31165,8.389028863969584,2.7751312043443987
W31166,-6.36183339606392,-0.42756567277221164
W31167,8.342866119299952,2.6626763964990543
W31168,-8.038639111676877,-1.2445886774686186
W31169,-6.557441986264066,-0.5964140112015377
W31170,-7.460728236865028,-1.7817460002271852
W31171,0.7956271713348505,0.538839206247878
W31172,2.7300012912311025,1.8720243741929454
W31173,0.28252258985394074,0.7109766755775959
W31174,-3.2609964778233547,-0.2997429130269287
W31175,-2.662951098209728,0.4075840819537726
W31176,2.004415426531304,1.024095745761883
W31177,4.313900471370989,1.907443452937948
W31178,4.346951614419759,1.191040550009749
W31179,-5.850762545532316,-3.0792366898037358
W31180,7.131530554019103,1.9695336986336154
W31181,-5.564661402999464,-3.979877494890583
W31182,-5.586102586979721,-4.197112319440404
W31183,6.412489026602608,3.0530495531829875
W31184,7.923567612796302,1.7676129188358591
W31185,6.644617707832181,1.655648149820828
W31186,-5.224847141110218,0.32033590755971086
W31187,-4.058366010096668,0.3102210070662713
W31188,-3.0724910683446374,0.3830012394098444
W31189,-5.6702563481323365,-2.7647542305695048
W31190,6.341986815301674,1.0489056895566737
W31191,1.0712902252262635,0.9033457946936011
W31192,0.8447337955043305,0.6980622832547354
W31193,6.125172182436745,2.0587943697033815
W31194,3.7850232431563002,0.6689239036866401
W31195,8.317405527246963,2.541577514532625
W31196,3.4772329270587674,1.1620327463569657
W31197,-4.085695924850582,0.17765791155504956
W31198,7.077558044534171,1.6942438610703807
W31199,-0.772546735541886,0.14495989496635867
W31200,3.113404521073436,1.1932547914429223
W31201,1.3354305954724623,0.11083012996833594
W31202,-5.949681854215719,-1.0453212981516962
W31203,-5.730581693017701,-2.3161553702954154
W31204,-3.2384405758822146,-0.4342198752167394
W31205,7.091363769695761,1.6588001015170912
W31206,6.9588214290343755,4.184214312539225
W31207,-6.995046579646976,-1.3175151682292592
W31209,9.650307192642508,3.349332632504903
W31210,-5.717258759473344,-1.4530544428694454
W31211,-6.4377719823530555,-1.8634458069528714
W31212,6.867222612250046,0.3634322570497291
W31213,3.6745358227174956,0.3379809820681035
W31214,8.719102062936653,0.8672837480914365
W31215,4.872374752980183,0.8132691316616426
W31217,6.914239682604198,3.700274372880578
W31218,-5.957916990334317,-1.7460876586937961
W31219,-3.257863931641383,-0.29993670496986347
W31220,8.637182251208047,0.8070861301132661
W31221,0.3378468895402271,-0.17583190602705853
W31222,6.584069457474556,3.1450555901335657
W31223,-2.22595797819656,0.9064078376811411
W31224,0.707117196467888,0.8707493737003492
W31225,7.841722648251578,1.8743266853758231
W31226,-5.265598165720718,-4.632382015948795
W31228,-2.23291924573862,-0.9946155342600517
W31229,4.832434362814326,2.8400952936382167
W31230,4.362062360588861,1.9973437586648781
W31231,8.065848343710112,0.7996720248973976
W31232,6.992249593830583,1.7512345342986309
W31233,7.388894672125672,1.5572230041748778
W31234,7.477085703436308,1.6118390771137812
W31236,5.396204067871893,0.07992532142130085
W31237,-5.726342836332259,-0.9462366850401485
W31238,5.393924707645747,2.5568016371835354
W31239,-6.273317977992512,-1.3325804560349495
W31240,5.389139290589177,2.720287318349482
W31241,7.5283455567830115,1.690577154021802
W31242,-5.174416142296696,-3.9281134316090767
W31243,7.548968252816986,2.011908516367148
W31244,-3.7174420676705644,-1.7490043514570484
W31245,-4.921266958454546,-3.015141690346458
W31246,8.64125105912278,1.0507017423359615
W31247,7.548761655334998,3.2427978790398804
W31248,6.742965516937544,3.9111826966510157
W31249,-5.675824667300751,-0.9645222810410075
W31250,6.921693574669622,0.8391370797640226
W31251,-5.46204074741929,-4.709965961301929
W31252,-5.8618680222173145,-1.0623354060242742
W31253,-4.00993270879675,-1.8675548002734352
W31254,-7.554976333811058,-0.5818177279243921
W31255,7.142589155119555,2.6099314439109436
W31256,-5.034747193098493,-2.0023708573393053
W31257,1.219862098462328,-0.15369360327752146
W31259,-4.236923951591644,-0.3304938839437479
W31260,-3.651450317490283,-1.4781221383307623
W31262,5.006119909394846,0.2592589732041018
W31263,-3.341590097279995,-1.9462775282006708
W31264,-4.9242044548330295,-2.8663493066583516
W31265,-6.378872353347199,-0.9778669655768026
W31266,-5.963799508800721,-4.131275494791075
W31267,-2.322874374540843,-0.09316721563367455
W31268,-0.05642973604447089,0.4377731815176048
W31269,4.529532940801768,0.20448550444476596
W31270,-4.878767430724327,-3.7983630733540603
W31271,6.859425986879228,0.202358157036017
W31272,-5.069184668989557,-2.8890789384163917
W31273,-5.099927379322594,-2.926409370762719
W31274,-3.791619616087332,-0.26382837595718484
W31275,-5.119771893619814,-4.432327402456742
W31276,-0.15634574734167436,1.6952533373178709
W31277,1.51553773938497,0.38000709518834735
W31278,-6.401266555789271,-0.7436639706504067
W31279,0.5258317260856501,0.8537830940287675
W31280,7.811540744563993,1.4112394526840937
W31281,-6.018721008784224,-0.7165280229900666
W31282,-5.062413427610696,-1.598217398543121
W31283,6.776009717100001,1.8939939702463129
W31284,5.634747974492679,0.6041565249021267
W31285,-4.253702660477007,-1.3868440292290565
W31286,-4.5868035007802,-2.2629412384554635
W31287,-0.14264198858246804,1.4711705046386143
W31288,1.1600018546499111,-0.03989477930128294
W31289,4.833067705780584,0.7574130787086238
W31290,-6.050882644836296,-1.859881979718341
W31291,6.747075966923549,2.9572088631763047
W31292,5.1317450269883915,2.2769015486131456
W31293,-6.1847083145637765,-2.9772687316030484
W31294,6.1252003607481305,0.3710746294891743
W31295,-5.7598510229623505,-1.665438939047321
W31296,-5.82896221414226,-2.206444533956345
W31297,0.3270319579574198,-0.03805995906307935
W31298,8.364258091505574,2.4913578439168877
W31299,-7.279725035754968,-2.182269380495578
W31300,-0.4903613739337966,0.4512425473301162
W31301,-4.379586061888012,0.21722044825081763
W31302,7.06187406167283,3.4336987852474987
W31303,3.717239620590521,0.7266895119936845
W31305,-5.087540029733718,-3.7539825728366516
W31306,-8.143939037914933,-3.2595758177048224
W31307,-6.492560443782857,-0.8140100456162023
W31309,5.750305585419516,1.5401181642314
W31310,6.612529332594786,3.5172094191017473
W31311,-4.823402822225677,-0.04669841430163093
W31312,-1.5842318971072473,0.6192400568780261
