"cell_id","paul15_clusters","dim1","dim2","pseudotime"
"W31105","7MEP",1.17838866535836,0.557823883194886,0.282254808335283
"W31106","15Mo",-5.74192882498805,-1.44804949171217,12.8327605054189
"W31107","3Ery",8.41307109786112,6.8774042454969,18.7943593677316
"W31108","15Mo",-7.157015661309,-5.23774950581487,16.0782947180172
"W31109","3Ery",7.82291771075356,6.18375846990011,20.0594720842231
"W31110","15Mo",-2.16300822187085,-0.843307749288877,6.75200541413204
"W31111","4Ery",3.60242729228986,3.77705641795471,11.6592236015158
"W31113","2Ery",2.51316280309468,-1.03711775238789,3.64476441528936
"W31114","3Ery",2.44463850728061,2.97641087981308,2.94150814732358
"W31115","2Ery",8.0062305914817,1.3080453297598,9.33546417125309
"W31116","2Ery",3.10725292252665,1.50041449007874,2.42055043989221
"W31117","17Neu",-2.8985535765651,-0.4861023047895,5.83686260266104
"W31118","14Mo",-5.08484515011153,-0.220462781349135,9.85679063781389
"W31119","13Baso",-2.43922775703636,0.44709418141174,4.70559566024659
"W31120","3Ery",4.0133584661152,3.10909594951864,12.6727808128988
"W31121","7MEP",0.975085279717908,0.0276329894734566,1.30143285428375e-05
"W31122","3Ery",6.02775635623069,5.33127465508148,15.7679052976173
"W31123","3Ery",4.71547141208227,3.3379801763274,12.5759079863164
"W31124","2Ery",8.55203401581281,2.36494697648768,9.04205991390489
"W31125","8Mk",-0.248986213533,7.69157876117828,11.6806670027221
"W31126","3Ery",3.09988341957964,1.86210613077892,2.49887423886132
"W31127","9GMP",-2.40588836738248,1.04378111812885,4.37312414550883
"W31128","8Mk",0.569005129452568,2.58367653567635,0.0544086900801155
"W31129","10GMP",-1.48077211634809,0.565101982055751,4.0861936041289
"W31130","15Mo",-5.7220943766373,-0.932059186228168,10.7802772362642
"W31131","16Neu",-5.1296341805365,-3.53419743928466,11.8413172333786
"W31132","4Ery",5.70835244561489,-0.493535827048709,7.04098979804445
"W31133","13Baso",-1.01153764367919,-1.4244843834685,6.91755580654578
"W31134","17Neu",-1.76708327290873,-1.68679194718063,6.91755725258229
"W31136","3Ery",5.08374011139118,5.36639805560047,14.7619784167576
"W31137","2Ery",4.44346851635235,3.99437315610255,11.923144086892
"W31138","3Ery",5.05191039667801,6.51474215887834,16.5039311229146
"W31139","5Ery",4.08001901725623,-1.61175440201034,4.83556912122423
"W31140","3Ery",3.93370025637784,5.78749532660371,15.7942756071495
"W31141","13Baso",-4.60241749357632,-0.183765391877266,6.8386267566339
"W31142","1Ery",13.6063365681205,2.28285963319182,19.8223603270932
"W31143","3Ery",8.89085664918904,4.41850408827825,16.8472033637662
"W31144","6Ery",2.98943491188665,2.35885153936873,2.66165245439631
"W31145","15Mo",-3.51947815440251,-4.12379158894871,10.506019202138
"W31146","3Ery",4.62310280686141,1.57442470734341,11.0940091192148
"W31147","3Ery",5.4953347262316,1.02318179584227,6.83168573586287
"W31148","14Mo",-5.66892328823582,-0.720189579624955,10.6300430810403
"W31150","12Baso",-1.78193044506524,-1.11308669616778,6.84164571624148
"W31151","3Ery",8.92838599311402,7.3662930526655,18.6117023718717
"W31152","14Mo",-6.84258564075837,1.54899853160194,11.4996144174976
"W31153","6Ery",4.3173978040198,3.66779752183521,12.2454851091223
"W31154","4Ery",6.15267323867341,1.47595488959684,9.04808218467632
"W31155","7MEP",-0.122001109169766,-0.240774424946442,0.00458660039303915
"W31156","2Ery",6.00286099473291,1.68212461041422,8.90214511544076
"W31157","13Baso",-1.37688862575115,2.06891350220554,2.48978678921797
"W31158","14Mo",-3.96563420719576,-3.33739587496957,10.165340068807
"W31159","6Ery",3.20520633475044,0.497055227110875,2.71114664954437
"W31160","18Eos",-4.03006287505457,-0.616262594841327,6.80949484825834
"W31161","4Ery",6.88374371798682,0.40068729686455,9.33546561728959
"W31162","3Ery",4.08737216962415,0.721619115336469,5.95991206013544
"W31163","3Ery",4.24919198495866,2.84486088194461,10.669446120953
"W31164","14Mo",-6.83736707227518,1.30373967326467,11.4912490184947
"W31165","2Ery",8.7382363057469,3.18266865730221,16.8472048098027
"W31166","13Baso",-6.16047387963941,0.691439517017456,9.54228163259761
"W31167","2Ery",8.64984481305294,3.15019675013926,16.8472062558393
"W31168","13Baso",-10.1418971464665,2.63946687346025,11.5054821912797
"W31169","13Baso",-7.45828530018429,0.909816091936514,11.5002993914238
"W31170","14Mo",-8.77731377044521,0.531748123204302,11.5054836373162
"W31171","7MEP",0.797140447225047,0.137113155228785,1.15682920380777e-05
"W31172","7MEP",1.64110928579443,2.14020940934089,1.02407411466613
"W31173","7MEP",0.668638708582246,0.114018485908906,1.0122255533318e-05
"W31174","10GMP",-1.90068218329518,3.47182612397968,2.98012633105574
"W31175","12Baso",-1.98661763731917,-0.907326926297523,6.78176509765212
"W31176","6Ery",1.35794883679257,1.20495062047602,0.844165993355847
"W31177","5Ery",4.34647707511736,0.0296179207362491,5.54565658405949
"W31178","5Ery",3.65111193325339,-1.15562701263486,4.43641615355807
"W31179","14Mo",-4.72537350150952,-3.63137578322471,11.2189410088261
"W31180","4Ery",3.997526847355,1.22810471781076,7.92907155995104
"W31181","16Neu",-3.35282531243381,-5.85383694137935,14.9896660523739
"W31182","16Neu",-3.06432294731584,-5.42257249098296,12.6596457320026
"W31183","3Ery",4.83280720034469,5.49666741713284,14.9589968111063
"W31184","2Ery",5.58409321784982,-0.499084342202605,7.19231133140305
"W31185","6Ery",4.72883457512016,0.530667471590831,7.80791951216327
"W31186","13Baso",-4.63910301994397,2.25278723423246,10.0951437661144
"W31187","13Baso",-3.22904807530694,1.70342437389157,7.01545531864131
"W31188","10GMP",-2.17758386148176,0.590450545640134,4.29267630600767
"W31189","14Mo",-3.82097698726926,-2.59693030435703,9.38006296706093
"W31190","5Ery",4.7141625832833,-0.880404885249365,5.02831910946891
"W31191","7MEP",1.69799850585108,0.872570473817603,1.17819328186946
"W31192","7MEP",1.50938499558533,0.409890941993875,0.397915688355027
"W31193","5Ery",5.35756864093762,1.66370926329005,9.0410771906561
"W31194","6Ery",3.72382454415348,-0.562924466521309,4.58476877177361
"W31195","2Ery",7.36941262636427,3.34542168584486,8.71277375946041
"W31196","10GMP",2.28346138504716,0.662976196888868,2.70182503891392
"W31197","10GMP",-3.38276927714362,1.96523057000684,11.1259804193671
"W31198","2Ery",5.83358305072168,0.825152085969791,7.12254255258587
"W31199","7MEP",-1.21951093051021,-0.777723059331242,6.85524633026485
"W31200","6Ery",3.55675821994268,0.112137312444845,4.48037700910414
"W31201","7MEP",1.48666608808219,0.00168336783902927,8.67621902855831e-06
"W31202","14Mo",-5.93979008794272,-0.736387549938587,10.7338877677764
"W31203","16Neu",-5.52173085456546,-2.24823935544923,12.6118405380899
"W31204","10GMP",-1.82554081177327,3.39857757164111,2.90509504595013
"W31205","3Ery",5.16619526547715,0.936702354321876,7.12117782830874
"W31206","3Ery",4.93976590282709,6.51805646810602,16.5039325689511
"W31207","13Baso",-7.39608390260001,0.219489312597725,11.4750662533021
"W31209","1Ery",13.4677264791121,2.95524413458906,19.1700211578365
"W31210","14Mo",-5.73676069990238,-0.850373397216042,10.7802786823007
"W31211","15Mo",-6.57692253155163,-0.92050276914333,11.4591359473658
"W31212","2Ery",9.86574869079682,-2.87834962326112,9.3354670633261
"W31213","5Ery",3.24965996080788,-1.10671179458064,4.00296267506427
"W31214","2Ery",7.06058821775354,-0.668219645791566,7.72446109072694
"W31215","5Ery",4.36677784315067,-1.17245533827559,4.83557056726073
"W31217","3Ery",4.13736818263761,4.38655252900605,11.6603518766822
"W31218","14Mo",-7.10697042412056,0.158008401599973,10.8988515862896
"W31219","10GMP",-1.32796101502623,1.92401058716282,2.44448876832773
"W31220","2Ery",10.5590795572795,1.09123414661109,9.3354685093626
"W31221","7MEP",0.29779813498784,-0.317183218456263,7.23018252379859e-06
"W31222","4Ery",4.88093768322273,3.48150178526074,12.4352610257414
"W31223","9GMP",-0.00743514447183539,0.800094634856581,0.0382639375273143
"W31224","7MEP",0.664774768829801,0.737576234323444,0.00933482296021948
"W31225","3Ery",5.62109345914136,1.24515085704126,7.11265260868023
"W31226","16Neu",-4.76178676880406,-7.94780039615534,14.9546667037025
"W31228","10GMP",-1.64218758769011,-0.895936746299135,6.82260100432083
"W31229","6Ery",3.47612931058313,2.12469010692747,2.41510119747563
"W31230","3Ery",3.08803622985748,0.510667851130236,2.69416652073842
"W31231","2Ery",5.82096702261669,-1.19730038869425,7.18651967635194
"W31232","5Ery",5.02975470890742,-0.694119812302117,5.53257630801426
"W31233","2Ery",4.77741990473005,-0.75601532290392,5.21472333333792
"W31234","2Ery",5.15553020051838,-0.239452989267406,7.6030333534097
"W31236","5Ery",5.28741526778597,-2.26683806354113,4.83557201329724
"W31237","14Mo",-7.52075455312822,1.79404016896804,11.5054850833527
"W31238","5Ery",4.355179320036,2.19896228687457,10.9939228331026
"W31239","14Mo",-6.68410968940449,-1.33853429124667,12.5104122723172
"W31240","3Ery",4.28994544832151,2.46077434420015,10.8577971985992
"W31241","2Ery",5.37131777861287,2.13063074751628,9.12849056142511
"W31242","16Neu",-3.31151472039184,-3.9294970295866,10.1037471555513
"W31243","2Ery",8.91846792074559,1.73689840198411,9.33546995539911
"W31244","13Baso",-3.41281161529499,-3.54544828632234,9.98174304760239
"W31245","16Neu",-3.08453111890155,-2.81720043576867,9.29560294932646
"W31246","2Ery",6.94424710160644,-0.755651872262625,7.53348537490566
"W31247","3Ery",6.52216199439221,3.69240165347604,8.79390491677381
"W31248","3Ery",4.30361782719959,4.27441165909593,11.6536765734626
"W31249","14Mo",-6.22904420977082,-0.565034557909979,12.1492305675754
"W31250","5Ery",4.78327835210752,-0.570243671143071,5.40280190896405
"W31251","16Neu",-5.15342359286789,-7.61772052766495,14.9967449706386
"W31252","14Mo",-6.22838043451626,0.504075890314455,11.3922937408713
"W31253","14Mo",-3.51939796654056,-3.36070974608624,10.1474847036798
"W31254","13Baso",-7.65201867682911,1.34403038957534,11.5054865293892
"W31255","3Ery",5.62288818178267,1.38523825866198,7.19672138084873
"W31256","14Mo",-4.94206699097292,-2.51437724573776,12.5903532918908
"W31257","7MEP",1.53072994958697,0.233242239369379,0.218927300283005
"W31259","14Mo",-3.30072831922135,-0.213988648472094,5.71996216408734
"W31260","10GMP",-3.43689011806047,-3.460804962699,10.0709505309127
"W31262","2Ery",4.06202448372792,-2.19617690172145,4.76512484141343
"W31263","14Mo",-2.61658875826478,-1.95016221853067,8.94705799271651
"W31264","15Mo",-3.19623380155873,-2.47118612589968,9.09484348373068
"W31265","14Mo",-7.05561533306204,-0.736755535429122,11.6759337283966
