"node_id","dim1","dim2","is_root"
"Y_1",1.76186436864546,0.498536137293212,FALSE
"Y_2",-2.58517552690653,1.58919092812892,FALSE
"Y_3",-4.87714530905969,0.164886045608312,FALSE
"Y_4",3.4918218690364,1.06009413852324,FALSE
"Y_5",0.832278603327931,-0.00827992655347759,FALSE
"Y_6",-1.50105229261956,0.416945352154181,FALSE
"Y_7",-5.65632405024759,-1.98963870257197,FALSE
"Y_8",7.2378794699034,0.800286759601316,FALSE
"Y_9",7.5558840259643,1.56333711476622,FALSE
"Y_10",1.26109289800232,0.0600340277577551,FALSE
"Y_11",5.87356419432423,2.03068366931697,FALSE
"Y_12",6.86487707342976,0.754670571822429,FALSE
"Y_13",-1.9391982342932,0.662013740361918,FALSE
"Y_14",-4.87642570346179,-0.363785387795038,FALSE
"Y_15",1.72922346192623,0.0728961999516052,FALSE
"Y_16",7.30605790002105,1.19930335865693,FALSE
"Y_17",-1.45272481329068,-0.116693940948237,FALSE
"Y_18",-6.01478264463771,-1.496349559623,FALSE
"Y_19",-6.13843568596165,-0.582200188304384,FALSE
"Y_20",4.12580778305218,2.03243281106014,FALSE
"Y_21",2.2716224329058,0.737502949274908,FALSE
"Y_22",6.48156249927849,0.905730119037385,FALSE
"Y_23",6.50095724967874,1.27768026879465,FALSE
"Y_24",4.73662245349534,2.3497917336744,FALSE
"Y_25",-5.17837159052901,-0.774787382682501,FALSE
"Y_26",5.63203753914882,2.44744506150076,FALSE
"Y_27",-2.08840704495078,-0.360047508456836,FALSE
"Y_28",-5.54701329372464,-2.98230232448812,FALSE
"Y_29",-3.11391723563066,-0.181914804074093,FALSE
"Y_30",5.25228476395914,2.81382742607032,FALSE
"Y_31",6.25870045459146,2.34962916433826,FALSE
"Y_32",-2.70999587743293,-0.330312031645394,FALSE
"Y_33",4.05993378802315,1.41665430801845,FALSE
"Y_34",2.85455950920498,0.965283951197541,FALSE
"Y_35",-0.292144339014842,0.180513911997801,FALSE
"Y_36",3.58693312277112,1.40157605687472,FALSE
"Y_37",-4.28291943269059,0.10875024248221,FALSE
"Y_38",-2.55904995429593,-0.737258505195241,FALSE
"Y_39",-5.15079885393321,-2.57648304696534,FALSE
"Y_40",-3.50816231810382,0.0196069012380072,FALSE
"Y_41",6.43365375185869,1.63057285668338,FALSE
"Y_42",-6.38075916711225,-1.0103046731866,FALSE
"Y_43",-0.839594292987798,0.0880979780146549,FALSE
"Y_44",0.331787549488493,0.0651787523319244,TRUE
"Y_45",-3.89887092945787,0.21154310471786,FALSE
"Y_46",-5.72770620501439,-0.877559812175711,FALSE
"Y_47",-2.43139922357258,0.888918977738008,FALSE
"Y_48",6.46589954605085,2.05754901247324,FALSE
