"node_id","dim1","dim2","is_root"
"Y_1",-2.52648312147665,1.53933749788106,FALSE
"Y_2",-4.87202460839926,0.173807559958976,FALSE
"Y_3",3.5976261005382,1.16740186952836,FALSE
"Y_4",0.830596803680172,-0.0555206441793618,FALSE
"Y_5",-1.2617536938955,0.290465448933078,FALSE
"Y_6",-5.66122616560275,-2.00020859180563,FALSE
"Y_7",7.17093249279576,0.731356791364344,FALSE
"Y_8",7.40825931734265,1.51027608541605,FALSE
"Y_9",6.56703798509929,0.735098104322162,FALSE
"Y_10",-2.28573348584449,0.659515441731397,FALSE
"Y_11",-4.88155081650426,-0.35956386022664,FALSE
"Y_12",1.40759551498778,0.127347876015564,FALSE
"Y_13",7.37597931338657,1.00357638149668,FALSE
"Y_14",-1.65111970899421,0.531739103586885,FALSE
"Y_15",1.04629058758451,0.230614251765513,FALSE
"Y_16",-6.01133533354972,-1.49871549033142,FALSE
"Y_17",6.89795007532646,0.553269008429834,FALSE
"Y_18",4.01956565393675,1.99212483100654,FALSE
"Y_19",1.72151766758166,0.507225637105491,FALSE
"Y_20",5.97009238170805,1.28458637288686,FALSE
"Y_21",6.5043996237108,1.08923412214976,FALSE
"Y_22",4.63379548577455,2.22457901843061,FALSE
"Y_23",-5.15758407674837,-0.806722571737991,FALSE
"Y_24",4.7646536637547,1.82445404415188,FALSE
"Y_25",-5.54729113919497,-3.00290011557983,FALSE
"Y_26",-3.09295661249278,-0.185033346613748,FALSE
"Y_27",4.07934979166482,1.3165389356899,FALSE
"Y_28",-3.40228968547762,0.453729218819398,FALSE
"Y_29",2.27406367042145,0.752209332297739,FALSE
"Y_30",-0.263880807774861,0.175915154793903,FALSE
"Y_31",2.9371132664519,1.07516455505112,FALSE
"Y_32",5.59368006082159,1.22800395843169,FALSE
"Y_33",5.48295112168475,1.69504684506131,FALSE
"Y_34",-4.25630859072879,0.143076615368989,FALSE
"Y_35",-2.7222754315491,-0.406215976618089,FALSE
"Y_36",-5.1561780205532,-2.59586530267401,FALSE
"Y_37",5.01830760205523,1.46870145896021,FALSE
"Y_38",-3.43401230372984,0.0409261275360304,FALSE
"Y_39",6.39083990260812,1.38570068444848,FALSE
"Y_40",-6.1949131778958,-0.972670168582796,FALSE
"Y_41",-0.812943728144735,0.0697239759611601,FALSE
"Y_42",0.342966776686079,0.0314226681002342,TRUE
"Y_43",-3.86690705204001,0.345001137617964,FALSE
"Y_44",-5.65168556009486,-0.967850983656839,FALSE
"Y_45",-2.35355385490739,-0.0844441326470717,FALSE
