"cell_id","paul15_clusters","dim1","dim2","pseudotime"
"W31105","7MEP",0.92475078899731,0.72606923792046,2.33736692669572
"W31106","15Mo",-6.19420698419031,-1.47097860358809,8.95382345580659
"W31107","3Ery",7.33409627638586,3.52942649546505,9.34783025624464
"W31108","15Mo",-7.02098688550498,-3.28204904317212,10.8798998597724
"W31109","3Ery",7.46150832200519,3.35713788723301,9.34783717711563
"W31110","15Mo",-5.61942083962659,-2.80255461755038,10.9926108449963
"W31111","4Ery",5.48646343929148,3.10324303639601,7.92036929098818
"W31113","2Ery",1.18615831968222,-0.174382377149932,2.20390551701012
"W31114","3Ery",3.89991126963283,2.30677071070165,6.25221414775403
"W31115","2Ery",7.84470358075125,2.22871780199643,12.4684553266117
"W31116","2Ery",7.40013742100857,1.42602989626011,12.188327956506
"W31117","17Neu",-1.62032916974212,0.747983123262645,2.83271273491806
"W31118","14Mo",-6.65018161584151,-2.2252999339825,8.97640791533988
"W31119","13Baso",-4.39171957521409,-0.481264063700625,6.25328779986521
"W31120","3Ery",7.39870533180411,3.00327171183192,9.17378945066635
"W31121","7MEP",0.810810962786572,0.0417854058435766,1.54020340042304
"W31122","3Ery",6.19139196185819,3.75669104998966,8.17497520301004
"W31123","3Ery",7.5532387612051,3.15638691507365,9.16535408108758
"W31124","2Ery",8.47727527644243,2.18274422197166,12.4684622474827
"W31125","8Mk",-0.715325411791471,2.13657863356741,2.87591591291061
"W31126","3Ery",4.86541939620996,2.43824872403206,7.15934658951735
"W31127","9GMP",-3.31989340140454,0.616279341615549,4.33791657257065
"W31128","8Mk",-0.88646045694044,1.69295255294426,2.90185802562009
"W31129","10GMP",-2.24372369091563,-0.73322359727305,2.88313094862986
"W31130","15Mo",-5.21583011200358,-2.00728904225328,10.362785976452
"W31131","16Neu",-6.65385680052001,-3.2442904239767,10.8799067806434
"W31132","4Ery",6.90394252846447,1.70683678684845,10.0495568323375
"W31133","13Baso",-3.2294650320164,0.202151472534145,3.97308769481452
"W31134","17Neu",-1.37960750086429,0.041318700391102,1.84048469430049
"W31136","3Ery",6.78029442454261,3.23700782542297,9.34784409798663
"W31137","2Ery",7.36764516942415,2.48973650810562,12.4684691683537
"W31138","3Ery",5.30203898254888,3.27464488684031,7.92037621185917
"W31139","5Ery",5.10386918891924,1.37813939184241,8.64363776702028
"W31140","3Ery",5.29136030988969,2.88562946751999,7.92038313273016
"W31141","13Baso",-5.20104864601158,-0.172843856016289,6.44451415074432
"W31142","1Ery",8.91762354818838,1.56234230223553,12.4684760892247
"W31143","3Ery",7.7697322786308,3.45128110110818,9.34785101885762
"W31144","6Ery",4.68491586339901,2.61348219392362,7.13538310975495
"W31145","15Mo",-5.92026019512331,-4.03041852792504,10.8799137015144
"W31146","3Ery",5.65465753035831,2.0336479129562,8.68493769476901
"W31147","3Ery",7.331111410169,3.24490531182673,9.34785793972861
"W31148","14Mo",-7.26500781647366,-1.44790280802409,9.04904329785751
"W31150","12Baso",-1.95761086229724,0.634682981908103,2.74435749566226
"W31151","3Ery",7.2155101698294,3.93019163591284,9.3478648605996
"W31152","14Mo",-6.53257126602202,-1.20315345649176,9.03660625430162
"W31153","6Ery",5.69712350540022,3.0212203954397,8.17094529643136
"W31154","4Ery",6.77538222700762,2.6764574479063,9.15139674082046
"W31155","7MEP",0.148381742929512,-0.0648260350578073,0.119089630755045
"W31156","2Ery",7.90451714323548,2.07349613580007,12.4684830100957
"W31157","13Baso",-2.86477427253003,-0.186815511969971,3.99207900513672
"W31158","14Mo",-6.53025505182606,-3.77183112991151,10.8799206223854
"W31159","6Ery",4.05645065667576,1.63757962294762,6.69257923084416
"W31160","18Eos",-2.64109149459099,1.90346249607717,4.00071589392583
"W31161","4Ery",7.05093742066165,2.69614549318236,9.18554663046415
"W31162","3Ery",5.78241395105158,1.11479126659595,10.8429346564026
"W31163","3Ery",5.8727181024852,2.97072308239824,8.16679268528202
"W31164","14Mo",-6.21830377927413,-1.41789990405662,8.96512786093164
"W31165","2Ery",8.09888630510796,2.41514193007836,12.4684899309667
"W31166","13Baso",-6.25199664604884,-0.401022636707772,7.82804860592724
"W31167","2Ery",8.05879401797368,2.31263828661784,12.4684968518377
"W31168","13Baso",-7.61349836290803,-1.13298700827444,9.0490502187285
"W31169","13Baso",-5.87472554260834,-0.230157979629675,7.8300094052861
"W31170","14Mo",-7.44197583921118,-1.76080977035221,9.04905713959949
"W31171","7MEP",0.747501470558517,0.707823914424464,1.40557172353791
"W31172","7MEP",3.61393691980786,2.14952137743619,6.25222106862502
