"cell_id","paul15_clusters","dim1","dim2","pseudotime"
"W31105","7MEP",0.0246721782848646,0.00535984504773043,0.0583577779051907
"W31106","15Mo",-0.128329220860938,-0.0457024461963889,0.00211505207359552
"W31107","3Ery",0.211087328803713,0.146209104726356,0.188730179057129
"W31108","15Mo",-0.245070810758323,-0.11684323398101,0.00211521743174262
"W31109","3Ery",0.194814277089529,0.130940839543606,0.165906623345825
"W31110","15Mo",-0.0595527522692385,-0.020878393416693,0.0288946174521655
"W31111","4Ery",0.0889978910858959,0.0561955712304741,0.0432413735888068
"W31113","2Ery",0.0609029598699198,-0.0282937588432705,0.00488728435547633
"W31114","3Ery",0.0730584359257007,0.0257470109541213,0.0186600594259064
"W31115","2Ery",0.179245669277036,0.029551679351806,0.130778756416334
"W31116","2Ery",0.0718905284102068,0.0257565977884897,0.017322882357283
"W31117","17Neu",-0.0815929519126879,0.0898283527461145,0.0031878188103933
"W31118","14Mo",-0.105151033993233,-0.0146897261611757,0.0139131749464809
"W31119","13Baso",-0.0670139093262084,-0.0100109372993987,0.000510392273043912
"W31120","3Ery",0.108066121168475,0.0501619568631165,0.0583355424462445
"W31121","7MEP",0.0156649547104927,0.00251390177342001,0.0472508075397612
"W31122","3Ery",0.145253430572068,0.113379027792741,0.148368586512879
"W31123","3Ery",0.121577416874044,0.0584931695776368,0.0738276645038202
"W31124","2Ery",0.199313419199678,0.0196610781828266,0.142786824578643
"W31125","8Mk",-0.0173796068010097,0.202592095817163,0.0255334431484739
"W31126","3Ery",0.0706449925262875,0.0478583352671365,0.0205316080448065
"W31127","9GMP",-0.0458506589682925,0.00713055447403205,0.000954061700952327
"W31128","8Mk",-0.0092935575572276,0.0545015167465733,0.0234131292338848
"W31129","10GMP",-0.0395479295684208,-0.00925805604603391,0.00147447622194065
"W31130","15Mo",-0.119986555730697,-0.0379973424228293,0.00211538278988972
"W31131","16Neu",-0.138759817594144,-0.077278181188662,0.00211554814803682
