"cell_id","paul15_clusters","dim1","dim2","pseudotime"
"W31105","7MEP",-0.0457561165094376,-1.17914843559265,0.123103132186157
"W31106","15Mo",-1.01518797874451,6.37169218063354,1.96616469630274
"W31107","3Ery",4.13895559310913,-6.65714979171753,4.79354285999297
"W31108","15Mo",-2.70101451873779,7.59044361114502,5.11580980418185
"W31109","3Ery",3.82811141014099,-6.93750858306885,6.11288527953203
"W31110","15Mo",-2.38561177253723,6.42830181121826,3.97709126852085
"W31111","4Ery",3.19774723052979,-4.9197244644165,2.74992607825247
"W31113","2Ery",1.01414501667023,-1.32826542854309,0.414330261717169
"W31114","3Ery",2.71524429321289,-4.1172080039978,2.81752778998608
"W31115","2Ery",3.04441118240356,-7.65333414077759,6.25170954143815
"W31116","2Ery",2.03659820556641,-7.27030563354492,5.49534611209748
"W31117","17Neu",0.221294149756432,0.878716766834259,0.595770184471196
"W31118","14Mo",-1.4593802690506,6.91974782943726,3.53885605591101
"W31119","13Baso",-0.493327856063843,4.30208349227905,0.158688600852974
"W31120","3Ery",3.77891302108765,-6.9374885559082,6.12016178224532
"W31121","7MEP",0.0582128167152405,-1.44092297554016,0.174783118662997
"W31122","3Ery",4.07216835021973,-5.59217357635498,4.29905482732247
"W31123","3Ery",3.37724900245667,-7.1918888092041,6.33910978190631
"W31124","2Ery",3.21335816383362,-8.1572208404541,6.25171185517352
"W31125","8Mk",-1.58479070663452,-0.138828560709953,0.017864896795819
"W31126","3Ery",2.48048877716064,-4.7824501991272,2.81949740703593
"W31127","9GMP",-0.654920816421509,3.0121488571167,0.0387483558082318
"W31128","8Mk",-1.30257749557495,0.162044450640678,0.0178672105311899
"W31129","10GMP",-0.598447263240814,1.61383128166199,0.261112772204368
"W31130","15Mo",-1.47801923751831,5.49977588653564,2.95888531534296
"W31131","16Neu",-2.47319054603577,7.32517194747925,3.53885836964638
"W31132","4Ery",2.1623842716217,-6.80455112457275,5.99597695871245
"W31133","13Baso",-0.170558840036392,2.86884832382202,0.0175233042846526
"W31134","17Neu",0.148234382271767,0.544867932796478,0.259609912272186
"W31136","3Ery",3.60869574546814,-6.18949937820435,4.25334456746578
"W31137","2Ery",3.35517001152039,-6.97031927108765,6.17567708845367
"W31138","3Ery",3.36205768585205,-4.80520153045654,2.80250028355004
"W31139","5Ery",1.40094113349915,-5.21298837661743,2.29431094211571
"W31140","3Ery",3.21091437339783,-5.27723169326782,3.64154096623073
"W31141","13Baso",0.109726406633854,4.51370429992676,0.0987494966345023
"W31142","1Ery",2.78890490531921,-8.74581718444824,6.25171416890889
"W31143","3Ery",4.21646118164062,-7.10701608657837,6.09188627435697
"W31144","6Ery",2.70390033721924,-4.68552112579346,2.70911086598535
"W31145","15Mo",-3.91476464271545,7.03241014480591,5.19982801765467
"W31146","3Ery",2.35509204864502,-5.66510534286499,2.75434012301584
"W31147","3Ery",3.89612770080566,-6.62616348266602,5.07000424350022
"W31148","14Mo",-0.867635190486908,7.45115327835083,1.96616701003811
"W31150","12Baso",0.132523879408836,1.0502667427063,0.0105873750191642
"W31151","3Ery",4.43609094619751,-6.3509669303894,4.66542448524136
"W31152","14Mo",-0.963601469993591,6.74965381622314,1.96616932377349
"W31153","6Ery",3.35451126098633,-5.15507888793945,3.64062008815323
"W31154","4Ery",3.27208924293518,-6.48100328445435,5.74560366968341
"W31155","7MEP",-0.463178634643555,0.282111346721649,0.208386330947392
"W31156","2Ery",3.00854301452637,-7.67156648635864,6.25171648264426
"W31157","13Baso",-0.0186274033039808,2.48891758918762,0.183757897702906
"W31158","14Mo",-3.15366816520691,7.02574825286865,5.19983033139004
"W31159","6Ery",1.90816068649292,-4.14706563949585,1.50066099124077
"W31160","18Eos",-2.97850346565247,2.70789432525635,4.38923300452533
"W31161","4Ery",3.19450187683105,-6.64343214035034,6.2288576412727
"W31162","3Ery",1.3898229598999,-5.71687507629395,2.7380361531732
"W31163","3Ery",3.19107937812805,-5.53207588195801,3.63450267096538
"W31164","14Mo",-0.816849708557129,6.26138925552368,1.96617163750886
"W31165","2Ery",3.35179781913757,-7.83567667007446,6.90439658160585
"W31166","13Baso",-0.23716789484024,5.61365270614624,1.18119399423913
"W31167","2Ery",3.14143323898315,-7.78057050704956,6.25171879637963
"W31168","13Baso",-0.697702705860138,7.67298269271851,1.96617395124423
"W31169","13Baso",0.214555859565735,5.5431752204895,1.09896178496196
"W31170","14Mo",-1.07660889625549,7.55286741256714,3.53886068338175
"W31171","7MEP",-0.0803488567471504,-1.37073636054993,0.123100818450786
"W31172","7MEP",2.57848763465881,-3.95134401321411,2.92964844526428
"W31173","7MEP",0.00326618971303105,-1.17923450469971,0.123098504715415
"W31174","10GMP",0.228828087449074,2.90254688262939,0.636824640194656
"W31175","12Baso",0.149810954928398,1.38753509521484,0.072065302527872
"W31176","6Ery",1.2815660238266,-3.05492210388184,1.20391269150751
"W31177","5Ery",1.78146421909332,-4.3578052520752,1.47352442160797
"W31178","5Ery",1.24309813976288,-5.11510944366455,2.29432034602881
"W31179","14Mo",-2.9148383140564,6.76683902740479,5.07867984387599
"W31180","4Ery",2.38608312606812,-6.76860857009888,5.99597927244783
"W31181","16Neu",-3.84514784812927,6.6118106842041,5.19983264512541
"W31182","16Neu",-3.65349340438843,6.51472330093384,5.19983495886078
"W31183","3Ery",3.32679128646851,-5.76701593399048,4.37943674929844
"W31184","2Ery",3.24478840827942,-7.8256950378418,6.251721110115
